locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJKFKEDI_02862	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
EJKFKEDI_02863	CDS	1203	fes		COG2382	Enterochelin esterase
EJKFKEDI_02864	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
EJKFKEDI_02865	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
EJKFKEDI_02866	CDS	1134	fepE		COG3765	Ferric enterobactin transport protein FepE
EJKFKEDI_02867	CDS	816	fepC_2		COG1120	Ferric enterobactin transport ATP-binding protein FepC
EJKFKEDI_02868	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
EJKFKEDI_02869	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
EJKFKEDI_02870	CDS	1251	entS		COG0477	Enterobactin exporter EntS
EJKFKEDI_02871	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
EJKFKEDI_02872	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
EJKFKEDI_02873	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
EJKFKEDI_02874	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
EJKFKEDI_02875	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
EJKFKEDI_02876	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
EJKFKEDI_02877	CDS	2106	cstA		COG1966	Peptide transporter CstA
EJKFKEDI_02878	CDS	198				hypothetical protein
EJKFKEDI_02879	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
EJKFKEDI_02880	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
EJKFKEDI_02881	CDS	630	ybdM_2		COG1475	putative protein YbdM
EJKFKEDI_02882	CDS	1221				hypothetical protein
EJKFKEDI_02883	CDS	903	ybdO			putative HTH-type transcriptional regulator YbdO
EJKFKEDI_02884	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
EJKFKEDI_02885	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
EJKFKEDI_02886	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
EJKFKEDI_02887	CDS	429	uspG		COG0589	Universal stress protein UP12
EJKFKEDI_02888	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
EJKFKEDI_02889	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
EJKFKEDI_02890	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
EJKFKEDI_02891	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
EJKFKEDI_02892	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
EJKFKEDI_02893	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
EJKFKEDI_02894	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
EJKFKEDI_02895	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
EJKFKEDI_02896	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
EJKFKEDI_02897	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
EJKFKEDI_02898	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
EJKFKEDI_02899	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
EJKFKEDI_02900	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
EJKFKEDI_02901	CDS	210	cspE			Cold shock-like protein CspE
EJKFKEDI_02902	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
EJKFKEDI_02903	CDS	789	ybeM	3.5.1.128		Deaminated glutathione amidase
EJKFKEDI_02904	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
EJKFKEDI_02905	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
EJKFKEDI_02906	CDS	534	leuO_2			HTH-type transcriptional regulator LeuO
EJKFKEDI_02907	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
EJKFKEDI_02908	CDS	264				hypothetical protein
EJKFKEDI_02909	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
EJKFKEDI_02910	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
EJKFKEDI_02911	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
EJKFKEDI_02912	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
EJKFKEDI_02913	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
EJKFKEDI_02914	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
EJKFKEDI_02915	CDS	612	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
EJKFKEDI_02916	CDS	642	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
EJKFKEDI_02917	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
EJKFKEDI_02918	CDS	582	lptE		COG2980	LPS-assembly lipoprotein LptE
EJKFKEDI_02919	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
EJKFKEDI_02920	CDS	483				hypothetical protein
EJKFKEDI_02921	CDS	219				hypothetical protein
EJKFKEDI_02922	CDS	555	ybeT		COG0790	Sel1-repeat-containing protein YbeT
EJKFKEDI_02923	CDS	708				hypothetical protein
EJKFKEDI_02924	CDS	1452				hypothetical protein
EJKFKEDI_02925	CDS	1671	hscC		COG0443	Chaperone protein HscC
EJKFKEDI_02926	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
EJKFKEDI_02927	CDS	726	glnQ_2			Glutamine transport ATP-binding protein GlnQ
EJKFKEDI_02928	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
EJKFKEDI_02929	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
EJKFKEDI_02930	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
EJKFKEDI_02931	CDS	1878	glpG_2	3.4.21.105		Rhomboid protease GlpG
EJKFKEDI_02932	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
EJKFKEDI_02933	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
EJKFKEDI_02934	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
EJKFKEDI_02935	CDS	1080	ybeZ		COG1702	PhoH-like protein
EJKFKEDI_02936	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
EJKFKEDI_02937	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
EJKFKEDI_02938	tRNA	75				tRNA-Gln(ctg)
EJKFKEDI_02939	tRNA	75				tRNA-Gln(ctg)
EJKFKEDI_02940	tRNA	77				tRNA-Met(cat)
EJKFKEDI_02941	tRNA	75				tRNA-Gln(ttg)
EJKFKEDI_02942	tRNA	75				tRNA-Gln(ttg)
EJKFKEDI_02943	tRNA	85				tRNA-Leu(tag)
EJKFKEDI_02944	tRNA	77				tRNA-Met(cat)
EJKFKEDI_02945	CDS	438				hypothetical protein
EJKFKEDI_02946	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
EJKFKEDI_02947	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
EJKFKEDI_02948	CDS	1221	nagC		COG1940	N-acetylglucosamine repressor
EJKFKEDI_02949	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
EJKFKEDI_02950	CDS	801	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
EJKFKEDI_02951	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
EJKFKEDI_02952	CDS	1281				hypothetical protein
EJKFKEDI_02953	CDS	471	tabA_1		COG2731	Toxin-antitoxin biofilm protein TabA
EJKFKEDI_02954	CDS	1170				hypothetical protein
EJKFKEDI_02955	CDS	759				hypothetical protein
EJKFKEDI_02956	CDS	888	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EJKFKEDI_02957	CDS	1158	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
EJKFKEDI_02958	CDS	1236	dtnK	2.7.1.219	COG3395	D-threonate kinase
EJKFKEDI_02959	CDS	987	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
EJKFKEDI_02960	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
EJKFKEDI_02961	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
EJKFKEDI_02962	CDS	1407	chiP			Chitoporin
EJKFKEDI_02963	CDS	327	chiQ			putative lipoprotein ChiQ
EJKFKEDI_02964	CDS	447	fur		COG0735	Ferric uptake regulation protein
EJKFKEDI_02965	CDS	531	fldA		COG0716	Flavodoxin 1
EJKFKEDI_02966	CDS	363	ybfE			putative protein YbfE
EJKFKEDI_02967	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
EJKFKEDI_02968	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
EJKFKEDI_02969	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
EJKFKEDI_02970	CDS	1320	potE		COG0531	Putrescine transporter PotE
EJKFKEDI_02971	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
EJKFKEDI_02972	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
EJKFKEDI_02973	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
EJKFKEDI_02974	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
EJKFKEDI_02975	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
EJKFKEDI_02976	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
EJKFKEDI_02977	CDS	207				hypothetical protein
EJKFKEDI_02978	CDS	510				hypothetical protein
EJKFKEDI_02979	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
EJKFKEDI_02980	CDS	1482	dtpD		COG3104	Dipeptide permease D
EJKFKEDI_02981	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
EJKFKEDI_02982	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
EJKFKEDI_02983	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
EJKFKEDI_02984	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
EJKFKEDI_02985	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
EJKFKEDI_02986	CDS	1047				hypothetical protein
EJKFKEDI_02987	CDS	714	lutR_1		COG2186	HTH-type transcriptional regulator LutR
EJKFKEDI_02988	CDS	687				hypothetical protein
EJKFKEDI_02989	CDS	1014	yjmD_1	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
EJKFKEDI_02990	CDS	756	gno	1.1.1.-		Gluconate 5-dehydrogenase
EJKFKEDI_02991	CDS	312	uxaA_1	4.2.1.7	COG2721	Altronate dehydratase
EJKFKEDI_02992	CDS	1197	suyB	4.4.1.24	COG2721	(2R)-sulfolactate sulfo-lyase subunit beta
EJKFKEDI_02993	CDS	969	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
EJKFKEDI_02994	CDS	462				hypothetical protein
EJKFKEDI_02995	CDS	1311	siaM_2		COG1593	Sialic acid TRAP transporter large permease protein SiaM
EJKFKEDI_02996	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
EJKFKEDI_02997	CDS	108	ybgU			Protein YbgU
EJKFKEDI_02998	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
EJKFKEDI_02999	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
EJKFKEDI_03000	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
EJKFKEDI_03001	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
EJKFKEDI_03002	CDS	2802	sucA_1	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
EJKFKEDI_03003	CDS	1218	sucB_1	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
EJKFKEDI_03004	CDS	1167	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
EJKFKEDI_03005	CDS	870	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
EJKFKEDI_03006	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
EJKFKEDI_03007	CDS	1917	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
EJKFKEDI_03008	CDS	2634	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
EJKFKEDI_03009	CDS	1194				hypothetical protein
EJKFKEDI_03010	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
EJKFKEDI_03011	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
EJKFKEDI_03012	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
EJKFKEDI_03013	CDS	294				hypothetical protein
EJKFKEDI_03014	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
EJKFKEDI_03015	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
EJKFKEDI_03016	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
EJKFKEDI_03017	CDS	1311	tolA		COG3064	Tol-Pal system protein TolA
EJKFKEDI_03018	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
EJKFKEDI_03019	CDS	522	pal_1		COG2885	Peptidoglycan-associated lipoprotein
EJKFKEDI_03020	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
EJKFKEDI_03021	tRNA	76				tRNA-Lys(ttt)
EJKFKEDI_03022	tRNA	76				tRNA-Val(tac)
EJKFKEDI_03023	tRNA	76				tRNA-Lys(ttt)
EJKFKEDI_03024	tRNA	76				tRNA-Val(tac)
EJKFKEDI_03025	tRNA	76				tRNA-Lys(ttt)
EJKFKEDI_03026	tRNA	76				tRNA-Lys(ttt)
EJKFKEDI_03027	tRNA	76				tRNA-Lys(ttt)
EJKFKEDI_03028	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
EJKFKEDI_03029	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
EJKFKEDI_03030	CDS	942	zitB		COG1230	Zinc transporter ZitB
EJKFKEDI_03031	CDS	381				hypothetical protein
EJKFKEDI_03032	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
EJKFKEDI_03033	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EJKFKEDI_03034	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
EJKFKEDI_03035	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
EJKFKEDI_03036	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
EJKFKEDI_03037	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
EJKFKEDI_03038	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
EJKFKEDI_03039	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
EJKFKEDI_03040	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
EJKFKEDI_03041	CDS	774	modA		COG0725	Molybdate-binding protein ModA
EJKFKEDI_03042	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
EJKFKEDI_03043	CDS	1059	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EJKFKEDI_03044	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
EJKFKEDI_03045	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
EJKFKEDI_03046	CDS	954	oxyR_1			Hydrogen peroxide-inducible genes activator
EJKFKEDI_03047	CDS	1053	ybhH	5.-.-.-	COG2828	Putative isomerase YbhH
EJKFKEDI_03048	CDS	1434	ybhI_1		COG0471	Inner membrane protein YbhI
EJKFKEDI_03049	CDS	882	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
EJKFKEDI_03050	CDS	426				hypothetical protein
EJKFKEDI_03051	CDS	351				hypothetical protein
EJKFKEDI_03052	CDS	1614				IS66 family transposase ISEc23
EJKFKEDI_03053	CDS	1371	leuC_3	4.2.1.33		3-isopropylmalate dehydratase large subunit
EJKFKEDI_03054	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
EJKFKEDI_03055	CDS	477				hypothetical protein
EJKFKEDI_03056	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
EJKFKEDI_03057	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
EJKFKEDI_03058	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
EJKFKEDI_03059	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
EJKFKEDI_03060	CDS	678	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
EJKFKEDI_03061	CDS	2022	uvrB		COG0556	UvrABC system protein B
EJKFKEDI_03062	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
EJKFKEDI_03063	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
EJKFKEDI_03064	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
EJKFKEDI_03065	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
EJKFKEDI_03066	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
EJKFKEDI_03067	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
EJKFKEDI_03068	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
EJKFKEDI_03069	CDS	714				hypothetical protein
EJKFKEDI_03070	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
EJKFKEDI_03071	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
EJKFKEDI_03072	CDS	762				hypothetical protein
EJKFKEDI_03073	CDS	411	ybhQ			Inner membrane protein YbhQ
EJKFKEDI_03074	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
EJKFKEDI_03075	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
EJKFKEDI_03076	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
EJKFKEDI_03077	CDS	996				hypothetical protein
EJKFKEDI_03078	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
EJKFKEDI_03079	CDS	1362	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EJKFKEDI_03080	CDS	198	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
EJKFKEDI_03081	CDS	1662	dinG_1	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
EJKFKEDI_03082	CDS	543	dinG_2	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
EJKFKEDI_03083	CDS	963	ybiB		COG0547	putative protein YbiB
EJKFKEDI_03084	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
EJKFKEDI_03085	CDS	261	bhsA_3			Multiple stress resistance protein BhsA
EJKFKEDI_03086	CDS	267	ybiI		COG1734	putative protein YbiI
EJKFKEDI_03087	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
EJKFKEDI_03088	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
EJKFKEDI_03089	CDS	261	mcbA			putative protein McbA
EJKFKEDI_03090	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
EJKFKEDI_03091	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
EJKFKEDI_03092	CDS	723	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
EJKFKEDI_03093	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
EJKFKEDI_03094	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
EJKFKEDI_03095	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
EJKFKEDI_03096	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
EJKFKEDI_03097	CDS	516	ompX_3		COG3637	Outer membrane protein X
EJKFKEDI_03098	CDS	1584	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
EJKFKEDI_03099	CDS	129	mntS			Small protein MntS
EJKFKEDI_03100	CDS	468	mntR		COG1321	Transcriptional regulator MntR
EJKFKEDI_03101	CDS	1119	ybiR		COG0471	Inner membrane protein YbiR
EJKFKEDI_03102	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
EJKFKEDI_03103	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
EJKFKEDI_03104	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
EJKFKEDI_03105	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
EJKFKEDI_03106	CDS	900	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
EJKFKEDI_03107	CDS	663	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
EJKFKEDI_03108	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
EJKFKEDI_03109	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
EJKFKEDI_03110	CDS	966	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
EJKFKEDI_03111	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
EJKFKEDI_03112	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
EJKFKEDI_03113	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
EJKFKEDI_03114	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
EJKFKEDI_03115	CDS	2349	pdeI	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeI
EJKFKEDI_03116	CDS	1329				hypothetical protein
EJKFKEDI_03117	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
EJKFKEDI_03118	CDS	384				hypothetical protein
EJKFKEDI_03119	CDS	1116	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
EJKFKEDI_03120	CDS	627	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
EJKFKEDI_03121	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
EJKFKEDI_03122	CDS	759	deoR_2		COG1349	Deoxyribose operon repressor
EJKFKEDI_03123	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
EJKFKEDI_03124	CDS	1233	mdfA			Multidrug transporter MdfA
EJKFKEDI_03125	CDS	279				hypothetical protein
EJKFKEDI_03126	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
EJKFKEDI_03127	CDS	1128	ybjJ			Inner membrane protein YbjJ
EJKFKEDI_03128	CDS	537	rcdA		COG3226	HTH-type transcriptional regulator RcdA
EJKFKEDI_03129	CDS	1686	aspT_1			Aspartate/alanine antiporter
EJKFKEDI_03130	CDS	378	ybjM			Inner membrane protein YbjM
EJKFKEDI_03131	CDS	258	grxA		COG0695	Glutaredoxin 1
EJKFKEDI_03132	CDS	288				hypothetical protein
EJKFKEDI_03133	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
EJKFKEDI_03134	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
EJKFKEDI_03135	CDS	477	ybjN			putative protein YbjN
EJKFKEDI_03136	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
EJKFKEDI_03137	CDS	1134	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
EJKFKEDI_03138	CDS	945	potH		COG1176	Putrescine transport system permease protein PotH
EJKFKEDI_03139	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
EJKFKEDI_03140	CDS	489	ybjO			Inner membrane protein YbjO
EJKFKEDI_03141	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
EJKFKEDI_03142	CDS	732	artJ		COG0834	ABC transporter arginine-binding protein 1
EJKFKEDI_03143	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
EJKFKEDI_03144	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
EJKFKEDI_03145	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
EJKFKEDI_03146	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
EJKFKEDI_03147	CDS	516	ybjP			putative lipoprotein YbjP
EJKFKEDI_03148	CDS	324				hypothetical protein
EJKFKEDI_03149	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
EJKFKEDI_03150	CDS	1014	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
EJKFKEDI_03151	CDS	1431				hypothetical protein
EJKFKEDI_03152	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
EJKFKEDI_03153	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
EJKFKEDI_03154	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
EJKFKEDI_03155	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
EJKFKEDI_03156	CDS	900	lysO		COG2431	Lysine exporter LysO
EJKFKEDI_03157	CDS	696	aqpZ		COG0580	Aquaporin Z
EJKFKEDI_03158	CDS	1659				hypothetical protein
EJKFKEDI_03159	CDS	993				hypothetical protein
EJKFKEDI_03160	CDS	1116	macA		COG0845	Macrolide export protein MacA
EJKFKEDI_03161	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
EJKFKEDI_03162	CDS	225	cspD		COG1278	Cold shock-like protein CspD
EJKFKEDI_03163	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
EJKFKEDI_03164	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
EJKFKEDI_03165	tRNA	88				tRNA-Ser(gga)
EJKFKEDI_03166	CDS	219	infA		COG0361	Translation initiation factor IF-1
