Plasmid,Plasmid Length,Resistance,Resistance Gene,Resistance Count,TF Protein,TF Gene,TF Gene Simplified,TF Count,DeepTFactor Locus_ID,DeepTF Count
NZ_CP033882.1,96949,['None'],['None'],0,['Antirepressor protein 1 (ant1) (Repressor bypass protein B) (rebB) [Cleaved into: Antirepressor protein 2 (ant2) (Repressor bypass protein A) (rebA)]'],['ant reb'],['ant'],1,"['KOCPEFNO_00044', 'KOCPEFNO_00065', 'KOCPEFNO_00067', 'KOCPEFNO_00068', 'KOCPEFNO_00076', 'KOCPEFNO_00086', 'KOCPEFNO_00094']",7
NZ_CP033883.1,88006,['CEPHALOSPORIN'],['blaCTX-M-14'],1,['None'],['None'],['None'],0,"['ACEIADPP_00002', 'ACEIADPP_00004', 'ACEIADPP_00051', 'ACEIADPP_00074', 'ACEIADPP_00077']",5
NZ_CP034390.1,257271,"['KANAMYCIN', 'STREPTOMYCIN', 'STREPTOMYCIN', 'GENTAMICIN', 'TETRACYCLINE', 'CHLORAMPHENICOL;FLORFENICOL', 'STREPTOMYCIN', 'STREPTOMYCIN', 'KANAMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE', 'STREPTOMYCIN', 'BETA-LACTAM', 'MACROLIDE', 'TRIMETHOPRIM', 'COLISTIN']","[""aph(3')-Ia"", 'aph(6)-Id', ""aph(3'')-Ib"", 'aac(3)-IId', 'tet(A)', 'floR', 'aph(6)-Id', ""aph(3'')-Ib"", ""aph(3')-Ia"", 'aadA1', 'sul3', 'aadA2', 'blaTEM-1', 'mph(A)', 'dfrA14', 'mcr-1.1']",16,"['Probable tellurium resistance transcriptional regulator TerW', 'Uncharacterized HTH-type transcriptional regulator MJ0272', 'Tetrathionate response regulatory protein TtrR', 'Tetracycline repressor protein class A from transposon 1721', 'Carbapenem-hydrolyzing beta-lactamase transcriptional activator', 'FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3)', 'Uncharacterized HTH-type transcriptional regulator YfiR']","['terW', 'MJ0272', 'ttrR STM1387', 'tetR', 'nmcR', 'POB3 DEHA2D11374g', 'yfiR BSU08370']","['terW', 'MJ0272', 'ttrR', 'tetR', 'nmcR', 'POB3', 'yfiR']",7,"['CKACCECG_00001', 'CKACCECG_00016', 'CKACCECG_00017', 'CKACCECG_00092', 'CKACCECG_00113', 'CKACCECG_00142', 'CKACCECG_00145', 'CKACCECG_00173', 'CKACCECG_00265', 'CKACCECG_00287']",10
NZ_CP034391.1,3192,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP034392.1,1370,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP034954.1,4098,['None'],['None'],0,['None'],['None'],['None'],0,['OANFFDHF_00004'],1
NZ_CP034955.1,2089,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP034956.1,98398,"['TETRACYCLINE', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'MACROLIDE', 'GENTAMICIN', 'BETA-LACTAM', 'STREPTOMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE', 'BETA-LACTAM', 'CEPHALOSPORIN', 'CEPHALOSPORIN', 'AMIKACIN;KANAMYCIN;TOBRAMYCIN']","['tet(B)', 'sul1', 'aadA5', 'dfrA17', 'mph(A)', 'aac(3)-IId', 'blaTEM-1', 'aph(6)-Id', ""aph(3'')-Ib"", 'sul2', 'blaTEM-1', 'blaCTX-M-15', 'blaOXA-1', ""aac(6')-Ib-D181Y""]",14,"['Tetracycline repressor protein class B from transposon Tn10', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Transcriptional repressor protein KorC']","['tetR', 'yfiR BSU08370', 'repA2 copB', 'finO', 'korC']","['tetR', 'yfiR', 'repA2', 'finO', 'korC']",5,"['PPLGPIKK_00009', 'PPLGPIKK_00048', 'PPLGPIKK_00064', 'PPLGPIKK_00081', 'PPLGPIKK_00088']",5
NZ_CP034957.1,46162,"['CARBAPENEM', 'BLEOMYCIN']","['blaNDM-5', 'ble-MBL']",2,['None'],['None'],['None'],0,"['JAFKFKOH_00012', 'JAFKFKOH_00022']",2
NZ_CP034959.1,90843,['None'],['None'],0,['Antirepressor protein 1 (ant1) (Repressor bypass protein B) (rebB) [Cleaved into: Antirepressor protein 2 (ant2) (Repressor bypass protein A) (rebA)]'],['ant reb'],['ant'],1,"['HNGBPJBA_00002', 'HNGBPJBA_00003', 'HNGBPJBA_00012', 'HNGBPJBA_00022', 'HNGBPJBA_00074']",5
NZ_CP034960.1,5168,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP034961.1,2102,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP034962.1,2059,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP034963.1,38449,['CEPHALOSPORIN'],['blaCMY-42'],1,['Response regulator UvrY'],['uvrY c2327'],['uvrY'],1,"['EAKGFJEH_00008', 'EAKGFJEH_00011']",2
NZ_CP034964.1,87705,"['MACROLIDE', 'GENTAMICIN', 'MACROLIDE', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'BETA-LACTAM', 'CEPHALOSPORIN']","['erm(B)', 'aac(3)-IId', 'mph(A)', 'sul1', 'aadA5', 'dfrA17', 'blaTEM-1', 'blaCTX-M-3']",8,"['Uncharacterized HTH-type transcriptional regulator YfiR', 'Transcriptional regulator Rv3488', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein repA2 (Protein CopB)']","['yfiR BSU08370', 'Rv3488', 'finO', 'repA2 copB']","['yfiR', 'Rv3488', 'finO', 'repA2']",4,"['GFEJKLOJ_00025', 'GFEJKLOJ_00055']",2
NZ_CP034965.1,46162,"['BLEOMYCIN', 'CARBAPENEM']","['ble-MBL', 'blaNDM-5']",2,['None'],['None'],['None'],0,"['MJHBNBIO_00016', 'MJHBNBIO_00026']",2
NZ_CP035124.1,227350,"['SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'GENTAMICIN', 'MACROLIDE', 'SULFONAMIDE', 'QUINOLONE', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'RIFAMYCIN', 'AMIKACIN;KANAMYCIN;TOBRAMYCIN', 'TETRACYCLINE', 'MACROLIDE', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'AMIKACIN;KANAMYCIN;TOBRAMYCIN', 'CEPHALOSPORIN', 'BETA-LACTAM', 'CEPHALOSPORIN', 'QUINOLONE']","['sul2', ""aph(3'')-Ib"", 'aph(6)-Id', 'aac(3)-IId', 'mph(A)', 'sul1', 'qnrB91', 'sul1', 'aadA16', 'dfrA27', 'arr-3', ""aac(6')-Ib-D181Y"", 'tet(A)', 'mph(A)', 'sul1', 'aadA5', 'dfrA17', ""aac(6')-Ib-D181Y"", 'blaOXA-1', 'blaTEM-1', 'blaCTX-M-3', 'qnrS1']",22,"['Fertility inhibition protein (Conjugal transfer repressor)', 'Transcriptional repressor protein KorC', 'Replication regulatory protein repA2 (Protein CopB)', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Psp operon transcriptional activator (Phage shock protein F)', 'Tetracycline repressor protein class A from transposon 1721', 'Arginine repressor', 'Replication regulatory protein RepA2 (Protein CopB)', 'Transcriptional regulator Rv3488']","['finO', 'korC', 'repA2 copB L7006 ECO57PM67', 'yfiR BSU08370', 'pspF ycjB b1303 JW1296', 'tetR', 'argR VP0324', 'repA2 copB ECOK12F006', 'Rv3488']","['finO', 'korC', 'repA2', 'yfiR', 'pspF', 'tetR', 'argR', 'repA2', 'Rv3488']",9,"['AFHKDPOA_00047', 'AFHKDPOA_00060', 'AFHKDPOA_00081', 'AFHKDPOA_00095', 'AFHKDPOA_00112', 'AFHKDPOA_00149', 'AFHKDPOA_00153', 'AFHKDPOA_00158', 'AFHKDPOA_00167', 'AFHKDPOA_00174', 'AFHKDPOA_00180', 'AFHKDPOA_00192', 'AFHKDPOA_00207', 'AFHKDPOA_00227', 'AFHKDPOA_00232', 'AFHKDPOA_00239', 'AFHKDPOA_00255', 'AFHKDPOA_00263', 'AFHKDPOA_00269']",19
NZ_CP035125.1,46162,"['BLEOMYCIN', 'CARBAPENEM']","['ble-MBL', 'blaNDM-7']",2,['None'],['None'],['None'],0,"['LDGLLJAH_00001', 'LDGLLJAH_00049']",2
NZ_CP035126.1,5168,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP035127.1,4992,['None'],['None'],0,['None'],['None'],['None'],0,['LFBFEAJP_00006'],1
NZ_CP035128.1,3374,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP035468.1,151748,"['TRIMETHOPRIM', 'STREPTOMYCIN', 'SULFONAMIDE', 'MACROLIDE', 'SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'TETRACYCLINE', 'GENTAMICIN', 'BETA-LACTAM']","['dfrA17', 'aadA5', 'sul1', 'mph(A)', 'sul2', ""aph(3'')-Ib"", 'aph(6)-Id', 'tet(A)', 'aac(3)-IId', 'blaTEM-1']",10,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Transcriptional regulator Rv3488', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Tetracycline repressor protein class A from transposon 1721']","['repA2 copB', 'finO', 'Rv3488', 'yfiR BSU08370', 'tetR']","['repA2', 'finO', 'Rv3488', 'yfiR', 'tetR']",5,"['DDDFLOCJ_00076', 'DDDFLOCJ_00106', 'DDDFLOCJ_00111', 'DDDFLOCJ_00141', 'DDDFLOCJ_00161', 'DDDFLOCJ_00170']",6
NZ_CP035469.1,87355,['None'],['None'],0,['Response regulator UvrY'],['uvrY c2327'],['uvrY'],1,"['CBLICLIO_00043', 'CBLICLIO_00082']",2
NZ_CP035470.1,69519,['None'],['None'],0,"['Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein repA2 (Protein CopB)']","['finO', 'repA2 copB']","['finO', 'repA2']",2,['GNLPDACP_00036'],1
NZ_CP035471.1,37448,['None'],['None'],0,"['Probable HTH-type transcriptional regulator YgaV', 'Transcriptional regulatory protein ros', 'Trans-acting regulatory protein HvrA', 'TrfB transcriptional repressor protein (Regulatory protein KorA)']","['ygaV b2667 JW2642', 'ros', 'hvrA', 'trfB korA']","['ygaV', 'ros', 'hvrA', 'trfB']",4,"['OJBEDECB_00003', 'OJBEDECB_00005', 'OJBEDECB_00007', 'OJBEDECB_00040', 'OJBEDECB_00045']",5
NZ_CP035478.1,149313,"['TRIMETHOPRIM', 'STREPTOMYCIN', 'SULFONAMIDE', 'MACROLIDE', 'SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'TETRACYCLINE', 'BETA-LACTAM']","['dfrA17', 'aadA5', 'sul1', 'mph(A)', 'sul2', ""aph(3'')-Ib"", 'aph(6)-Id', 'tet(A)', 'blaTEM-1']",9,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Transcriptional regulator Rv3488', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Tetracycline repressor protein class A from transposon 1721']","['repA2 copB', 'finO', 'Rv3488', 'yfiR BSU08370', 'tetR']","['repA2', 'finO', 'Rv3488', 'yfiR', 'tetR']",5,"['MPNNOCAL_00076', 'MPNNOCAL_00106', 'MPNNOCAL_00111', 'MPNNOCAL_00141', 'MPNNOCAL_00161', 'MPNNOCAL_00170']",6
NZ_CP035479.1,69519,['None'],['None'],0,"['Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein repA2 (Protein CopB)']","['finO', 'repA2 copB']","['finO', 'repA2']",2,['JGIGJCGD_00036'],1
NZ_CP035480.1,5210,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP035481.1,8167,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP035482.1,5633,['None'],['None'],0,['None'],['None'],['None'],0,[],0
NZ_CP035483.1,1507,['None'],['None'],0,['None'],['None'],['None'],0,['OPEDKGPI_00001'],1
NZ_CP035517.1,149318,"['TRIMETHOPRIM', 'STREPTOMYCIN', 'SULFONAMIDE', 'MACROLIDE', 'SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'TETRACYCLINE', 'BETA-LACTAM']","['dfrA17', 'aadA5', 'sul1', 'mph(A)', 'sul2', ""aph(3'')-Ib"", 'aph(6)-Id', 'tet(A)', 'blaTEM-1']",9,"['F1845 adhesin operon regulatory protein', 'Transcriptional regulator Rv3488', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Tetracycline repressor protein class A from transposon 1721', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['daaA', 'Rv3488', 'yfiR BSU08370', 'tetR', 'repA2 copB', 'finO']","['daaA', 'Rv3488', 'yfiR', 'tetR', 'repA2', 'finO']",6,"['BIPFGAKF_00026', 'BIPFGAKF_00058', 'BIPFGAKF_00063', 'BIPFGAKF_00093', 'BIPFGAKF_00113', 'BIPFGAKF_00122']",6
NZ_CP035518.1,69474,['None'],['None'],0,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB', 'finO']","['repA2', 'finO']",2,[],0
NZ_CP035721.1,109024,"['TETRACYCLINE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'SULFONAMIDE', 'MACROLIDE', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'GENTAMICIN']","['tet(A)', 'aph(6)-Id', ""aph(3'')-Ib"", 'sul2', 'mph(A)', 'sul1', 'aadA5', 'dfrA17', 'aac(3)-IId']",9,"['Response regulator UvrY', 'Tetracycline repressor protein class A from transposon 1721', 'Uncharacterized HTH-type transcriptional regulator YfiR', 'Transcriptional regulator Rv3488', 'Tetracycline repressor protein class H']","['uvrY c2327', 'tetR', 'yfiR BSU08370', 'Rv3488', 'tetR']","['uvrY', 'tetR', 'yfiR', 'Rv3488', 'tetR']",5,"['LEBNHKAD_00043', 'LEBNHKAD_00082', 'LEBNHKAD_00098', 'LEBNHKAD_00107']",4
NZ_CP035722.1,69542,['None'],['None'],0,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB', 'finO']","['repA2', 'finO']",2,[],0
NZ_CP035813.1,99956,"['CHLORAMPHENICOL', 'SULFONAMIDE', 'STREPTOMYCIN', 'TETRACYCLINE']","['catA1', 'sul1', 'aadA2', 'tet(C)']",4,['Tetracycline repressor protein class C'],['tetR'],['tetR'],1,"['KNHOKHLE_00060', 'KNHOKHLE_00063', 'KNHOKHLE_00082', 'KNHOKHLE_00083', 'KNHOKHLE_00089', 'KNHOKHLE_00091', 'KNHOKHLE_00104']",7
NZ_CP035814.1,77925,['None'],['None'],0,['Replication regulatory protein RepA2 (Protein CopB)'],['repA2 copB ECOK12F006'],['repA2'],1,"['CCEHHFHE_00002', 'CCEHHFHE_00007', 'CCEHHFHE_00014', 'CCEHHFHE_00023', 'CCEHHFHE_00031', 'CCEHHFHE_00033', 'CCEHHFHE_00036', 'CCEHHFHE_00059', 'CCEHHFHE_00072', 'CCEHHFHE_00073', 'CCEHHFHE_00078', 'CCEHHFHE_00081']",12
NZ_CP035815.1,66339,['None'],['None'],0,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['repA2 copB', 'finO L7001 ECO57PM64']","['repA2', 'finO']",2,"['ALOGENMB_00006', 'ALOGENMB_00007', 'ALOGENMB_00015', 'ALOGENMB_00016', 'ALOGENMB_00020', 'ALOGENMB_00021', 'ALOGENMB_00023', 'ALOGENMB_00076']",8
NZ_CP035816.1,52027,['None'],['None'],0,"['Transcriptional regulator HilD', 'Major pilu subunit operon regulatory protein PapB']","['hilD STM2875', 'papB']","['hilD', 'papB']",2,"['GIGDOEKJ_00010', 'GIGDOEKJ_00026', 'GIGDOEKJ_00042', 'GIGDOEKJ_00043', 'GIGDOEKJ_00062']",5
NZ_CP035818.1,162861,['None'],['None'],0,"['Replication regulatory protein repA2 (Protein CopB)', 'F1 operon positive regulatory protein', 'Major pilu subunit operon regulatory protein PapB']","['repA2 copB', 'caf1R YPMT1.81c Y1097 YP_pMT085', 'papB']","['repA2', 'caf1R', 'papB']",3,"['PCIAKICD_00013', 'PCIAKICD_00016', 'PCIAKICD_00018', 'PCIAKICD_00021', 'PCIAKICD_00033', 'PCIAKICD_00034', 'PCIAKICD_00053', 'PCIAKICD_00060', 'PCIAKICD_00094', 'PCIAKICD_00101', 'PCIAKICD_00116', 'PCIAKICD_00142', 'PCIAKICD_00157', 'PCIAKICD_00162', 'PCIAKICD_00166', 'PCIAKICD_00172', 'PCIAKICD_00173', 'PCIAKICD_00178', 'PCIAKICD_00182', 'PCIAKICD_00186', 'PCIAKICD_00187', 'PCIAKICD_00194', 'PCIAKICD_00196']",23
NZ_CP035820.1,133988,['None'],['None'],0,"['F1 operon positive regulatory protein', 'Major pilu subunit operon regulatory protein PapB', 'Replication regulatory protein repA2 (Protein CopB)']","['caf1R YPMT1.81c Y1097 YP_pMT085', 'papB', 'repA2 copB']","['caf1R', 'papB', 'repA2']",3,"['NMMMDBPC_00011', 'NMMMDBPC_00013', 'NMMMDBPC_00015', 'NMMMDBPC_00018', 'NMMMDBPC_00035', 'NMMMDBPC_00037', 'NMMMDBPC_00044', 'NMMMDBPC_00045', 'NMMMDBPC_00049', 'NMMMDBPC_00053', 'NMMMDBPC_00059', 'NMMMDBPC_00060', 'NMMMDBPC_00065', 'NMMMDBPC_00090', 'NMMMDBPC_00097', 'NMMMDBPC_00099', 'NMMMDBPC_00131', 'NMMMDBPC_00155']",18
NZ_CP035821.1,97230,"['SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'TRIMETHOPRIM', 'SULFONAMIDE', 'TETRACYCLINE', 'BETA-LACTAM']","['sul2', ""aph(3'')-Ib"", 'aph(6)-Id', 'dfrA7', 'sul1', 'tet(A)', 'blaTEM-1']",7,"['HTH-type transcriptional regulator MerD (Mercuric resistance protein MerD)', 'Mercuric resistance operon regulatory protein', 'Tetracycline repressor protein class A from transposon 1721', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['merD', 'merR', 'tetR', 'repA2 copB L7006 ECO57PM67', 'finO']","['merD', 'merR', 'tetR', 'repA2', 'finO']",5,"['GKNINMGD_00005', 'GKNINMGD_00019', 'GKNINMGD_00067', 'GKNINMGD_00072', 'GKNINMGD_00074', 'GKNINMGD_00079', 'GKNINMGD_00114']",7
NZ_CP035823.1,99307,['None'],['None'],0,['Replication regulatory protein repA2 (Protein CopB)'],['repA2 copB repB CP0258'],['repA2'],1,"['DOCDAOAN_00006', 'DOCDAOAN_00007', 'DOCDAOAN_00017', 'DOCDAOAN_00023', 'DOCDAOAN_00032', 'DOCDAOAN_00036', 'DOCDAOAN_00037', 'DOCDAOAN_00044', 'DOCDAOAN_00050', 'DOCDAOAN_00068', 'DOCDAOAN_00084', 'DOCDAOAN_00090', 'DOCDAOAN_00101']",13
NZ_CP035824.1,52004,['None'],['None'],0,"['Major pilu subunit operon regulatory protein PapB', 'Transcriptional regulator HilD']","['papB', 'hilD STM2875']","['papB', 'hilD']",2,"['CIPIPGJM_00026', 'CIPIPGJM_00027', 'CIPIPGJM_00029', 'CIPIPGJM_00051']",4
NZ_CP035825.1,42842,['None'],['None'],0,"['Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein repA2 (Protein CopB)', 'Biofilm operon icaADBC HTH-type negative transcriptional regulator IcaR (Intercellular adhesion protein R)']","['finO L7001 ECO57PM64', 'repA2 copB', 'icaR MW2585']","['finO', 'repA2', 'icaR']",3,"['EELCMNBK_00022', 'EELCMNBK_00026', 'EELCMNBK_00047', 'EELCMNBK_00048']",4
NZ_CP035827.1,100284,['None'],['None'],0,['Replication regulatory protein repA2 (Protein CopB)'],['repA2 copB repB CP0258'],['repA2'],1,"['EGPFJOJA_00017', 'EGPFJOJA_00026', 'EGPFJOJA_00038', 'EGPFJOJA_00055', 'EGPFJOJA_00074', 'EGPFJOJA_00086', 'EGPFJOJA_00093', 'EGPFJOJA_00111', 'EGPFJOJA_00128']",9
NZ_CP035828.1,89898,"['SULFONAMIDE', 'STREPTOMYCIN', 'STREPTOMYCIN', 'KANAMYCIN', 'TETRACYCLINE', 'BETA-LACTAM']","['sul2', ""aph(3'')-Ib"", 'aph(6)-Id', ""aph(3')-Ia"", 'tet(A)', 'blaTEM-1']",6,"['HTH-type transcriptional regulator MerD (Mercuric resistance protein MerD)', 'Mercuric resistance operon regulatory protein', 'Tetracycline repressor protein class A from transposon 1721', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['merD', 'merR', 'tetR', 'repA2 copB L7006 ECO57PM67', 'finO']","['merD', 'merR', 'tetR', 'repA2', 'finO']",5,"['KPKKIMAM_00024', 'KPKKIMAM_00068', 'KPKKIMAM_00073', 'KPKKIMAM_00075', 'KPKKIMAM_00080']",5
NZ_CP035829.1,83545,['None'],['None'],0,"['Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein RepA2 (Protein CopB)', 'Transcriptional regulator HilD', 'Major pilu subunit operon regulatory protein PapB']","['finO L7001 ECO57PM64', 'repA2 copB ECOK12F006', 'hilD STM2875', 'papB']","['finO', 'repA2', 'hilD', 'papB']",4,"['KKCBEJEJ_00018', 'KKCBEJEJ_00032', 'KKCBEJEJ_00039', 'KKCBEJEJ_00059', 'KKCBEJEJ_00086']",5
NZ_CP035830.1,75048,['None'],['None'],0,['None'],['None'],['None'],0,"['BCLHHJDL_00018', 'BCLHHJDL_00045', 'BCLHHJDL_00050']",3
NZ_CP035833.1,98356,['None'],['None'],0,['Replication regulatory protein repA2 (Protein CopB)'],['repA2 copB repB CP0258'],['repA2'],1,"['EGAPIDLO_00007', 'EGAPIDLO_00026', 'EGAPIDLO_00030', 'EGAPIDLO_00050', 'EGAPIDLO_00061', 'EGAPIDLO_00082', 'EGAPIDLO_00083', 'EGAPIDLO_00087', 'EGAPIDLO_00096', 'EGAPIDLO_00102']",10
NZ_CP035834.1,85172,['None'],['None'],0,"['Transcriptional repressor protein KorC', 'Response regulator UvrY']","['korC', 'uvrY c2327']","['korC', 'uvrY']",2,"['AGAMPOFG_00010', 'AGAMPOFG_00022', 'AGAMPOFG_00025', 'AGAMPOFG_00033', 'AGAMPOFG_00043', 'AGAMPOFG_00049', 'AGAMPOFG_00050', 'AGAMPOFG_00051', 'AGAMPOFG_00087', 'AGAMPOFG_00088']",10
NZ_CP035835.1,72088,['TETRACYCLINE'],['tet(B)'],1,"['Tetracycline repressor protein class B from transposon Tn10', 'Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['tetR', 'repA2 copB L7006 ECO57PM67', 'finO']","['tetR', 'repA2', 'finO']",3,"['CDHJMOBE_00023', 'CDHJMOBE_00055', 'CDHJMOBE_00071']",3
NZ_CP035837.1,126276,['None'],['None'],0,['Replication regulatory protein repA2 (Protein CopB)'],['repA2 copB repB CP0258'],['repA2'],1,"['NIHLEPLL_00006', 'NIHLEPLL_00020', 'NIHLEPLL_00027', 'NIHLEPLL_00037', 'NIHLEPLL_00052', 'NIHLEPLL_00088', 'NIHLEPLL_00131', 'NIHLEPLL_00133']",8
NZ_CP035838.1,95152,"['SULFONAMIDE', 'TETRACYCLINE', 'BETA-LACTAM', 'CHLORAMPHENICOL', 'STREPTOMYCIN']","['sul2', 'tet(A)', 'blaTEM-1', 'catA1', 'aph(6)-Id']",5,"['HTH-type transcriptional regulator MerD (Mercuric resistance protein MerD)', 'Mercuric resistance operon regulatory protein', 'Tetracycline repressor protein class A from transposon 1721', 'Fertility inhibition protein (Conjugal transfer repressor)', 'Replication regulatory protein RepA2 (Protein CopB)']","['merD', 'merR', 'tetR', 'finO', 'repA2 copB ECOK12F006']","['merD', 'merR', 'tetR', 'finO', 'repA2']",5,"['IDCMJCDM_00009', 'IDCMJCDM_00014', 'IDCMJCDM_00016', 'IDCMJCDM_00022', 'IDCMJCDM_00023', 'IDCMJCDM_00093', 'IDCMJCDM_00103']",7
NZ_CP035839.1,83043,['None'],['None'],0,"['Major pilu subunit operon regulatory protein PapB', 'Transcriptional regulator HilD', 'Replication regulatory protein RepA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)']","['papB', 'hilD STM2875', 'repA2 copB ECOK12F006', 'finO L7001 ECO57PM64']","['papB', 'hilD', 'repA2', 'finO']",4,"['IODADLJE_00002', 'IODADLJE_00014', 'IODADLJE_00034', 'IODADLJE_00041', 'IODADLJE_00055', 'IODADLJE_00080', 'IODADLJE_00087']",7
NZ_CP035840.1,74295,['None'],['None'],0,['None'],['None'],['None'],0,"['JGDLNOMG_00021', 'JGDLNOMG_00055', 'JGDLNOMG_00060', 'JGDLNOMG_00068', 'JGDLNOMG_00069']",5
NZ_CP035842.1,147980,['None'],['None'],0,"['Replication regulatory protein repA2 (Protein CopB)', 'Fertility inhibition protein (Conjugal transfer repressor)', 'F1 operon positive regulatory protein', 'HTH-type transcriptional activator CsvR']","['repA2 copB L7006 ECO57PM67', 'finO L7001 ECO57PM64', 'caf1R YPMT1.81c Y1097 YP_pMT085', 'csvR']","['repA2', 'finO', 'caf1R', 'csvR']",4,"['NPEJBCDB_00013', 'NPEJBCDB_00053', 'NPEJBCDB_00055', 'NPEJBCDB_00079', 'NPEJBCDB_00084', 'NPEJBCDB_00091', 'NPEJBCDB_00097', 'NPEJBCDB_00109', 'NPEJBCDB_00119', 'NPEJBCDB_00120', 'NPEJBCDB_00133', 'NPEJBCDB_00161', 'NPEJBCDB_00170', 'NPEJBCDB_00181', 'NPEJBCDB_00184', 'NPEJBCDB_00186']",16
NZ_CP035843.1,119788,['None'],['None'],0,['None'],['None'],['None'],0,"['EDDLEHAN_00049', 'EDDLEHAN_00050', 'EDDLEHAN_00070', 'EDDLEHAN_00088', 'EDDLEHAN_00107', 'EDDLEHAN_00112', 'EDDLEHAN_00126', 'EDDLEHAN_00143']",8
NZ_CP035844.1,93486,"['BETA-LACTAM', 'TETRACYCLINE', 'SULFONAMIDE', 'STREPTOMYCIN', 'TRIMETHOPRIM']","['blaTEM-1', 'tet(A)', 'sul1', 'aadA1', 'dfrA15']",5,"['Biofilm operon icaADBC HTH-type negative transcriptional regulator IcaR (Intercellular adhesion protein R)', 'Replication regulatory protein RepA2 (Protein CopB)', 'Mercuric resistance operon regulatory protein', 'HTH-type transcriptional regulator MerD (Mercuric resistance protein MerD)', 'Tetracycline repressor protein class A from transposon 1721']","['icaR MW2585', 'repA2 copB ECOK12F006', 'merR', 'merD', 'tetR']","['icaR', 'repA2', 'merR', 'merD', 'tetR']",5,"['KFFDJPIK_00002', 'KFFDJPIK_00019', 'KFFDJPIK_00074', 'KFFDJPIK_00076', 'KFFDJPIK_00079', 'KFFDJPIK_00082', 'KFFDJPIK_00085', 'KFFDJPIK_00098']",8
NZ_CP035845.1,36373,['None'],['None'],0,"['HTH-type transcriptional activator CsvR', 'F1 operon positive regulatory protein']","['csvR', 'caf1R YPMT1.81c Y1097 YP_pMT085']","['csvR', 'caf1R']",2,"['OFCFMOPC_00002', 'OFCFMOPC_00008', 'OFCFMOPC_00016', 'OFCFMOPC_00018', 'OFCFMOPC_00028', 'OFCFMOPC_00040', 'OFCFMOPC_00045']",7
